"Nome","Link"
"Fujiko Fujio","https://en.wikipedia.org/wiki/Fujiko_Fujio"
"Doraemon","https://en.wikipedia.org/wiki/Doraemon"
"Jiro Taniguchi","https://en.wikipedia.org/wiki/Jiro_Taniguchi"
"Natsuo Sekikawa (page does not exist)","https://en.wikipedia.org/w/index.php?title=Natsuo_Sekikawa&action=edit&redlink=1"
"Naoki Urasawa","https://en.wikipedia.org/wiki/Naoki_Urasawa"
"Monster (manga)","https://en.wikipedia.org/wiki/Monster_(manga)"
"Daijiro Morohoshi","https://en.wikipedia.org/wiki/Daijiro_Morohoshi"
"Reiko Okano","https://en.wikipedia.org/wiki/Reiko_Okano"
"Baku Yumemakura","https://en.wikipedia.org/wiki/Baku_Yumemakura"
"Onmyōji (novel series)","https://en.wikipedia.org/wiki/Onmy%C5%8Dji_(novel_series)"
"Takehiko Inoue","https://en.wikipedia.org/wiki/Takehiko_Inoue"
"Vagabond (manga)","https://en.wikipedia.org/wiki/Vagabond_(manga)"
"Fumiko Takano (page does not exist)","https://en.wikipedia.org/w/index.php?title=Fumiko_Takano&action=edit&redlink=1"
"The Yellow Book: A Friend Named Jacques Thibault (page does not exist)","https://en.wikipedia.org/w/index.php?title=The_Yellow_Book:_A_Friend_Named_Jacques_Thibault&action=edit&redlink=1"
"Kyoko Okazaki","https://en.wikipedia.org/wiki/Kyoko_Okazaki"
"Helter Skelter (manga)","https://en.wikipedia.org/wiki/Helter_Skelter_(manga)"
"Naoki Urasawa","https://en.wikipedia.org/wiki/Naoki_Urasawa"
"Pluto (manga)","https://en.wikipedia.org/wiki/Pluto_(manga)"
"Hideo Azuma","https://en.wikipedia.org/wiki/Hideo_Azuma"
"Disappearance Diary","https://en.wikipedia.org/wiki/Disappearance_Diary"
"Ryoko Yamagishi","https://en.wikipedia.org/wiki/Ryoko_Yamagishi"
"Terpsichora","https://en.wikipedia.org/wiki/Terpsichora"
"Masayuki Ishikawa","https://en.wikipedia.org/wiki/Masayuki_Ishikawa"
"Moyasimon: Tales of Agriculture","https://en.wikipedia.org/wiki/Moyasimon:_Tales_of_Agriculture"
"Fumi Yoshinaga","https://en.wikipedia.org/wiki/Fumi_Yoshinaga"
"Ōoku: The Inner Chambers","https://en.wikipedia.org/wiki/%C5%8Coku:_The_Inner_Chambers"
"Yoshihiro Tatsumi","https://en.wikipedia.org/wiki/Yoshihiro_Tatsumi"
"A Drifting Life","https://en.wikipedia.org/wiki/A_Drifting_Life"
"Yoshihiro Yamada (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yoshihiro_Yamada&action=edit&redlink=1"
"Hyouge Mono","https://en.wikipedia.org/wiki/Hyouge_Mono"
"Motoka Murakami","https://en.wikipedia.org/wiki/Motoka_Murakami"
"Jin (manga)","https://en.wikipedia.org/wiki/Jin_(manga)"
"Issei Eifuku (page does not exist)","https://en.wikipedia.org/w/index.php?title=Issei_Eifuku&action=edit&redlink=1"
"Taiyō Matsumoto","https://en.wikipedia.org/wiki/Taiy%C5%8D_Matsumoto"
"Takemitsuzamurai","https://en.wikipedia.org/wiki/Takemitsuzamurai"
"Hitoshi Iwaaki","https://en.wikipedia.org/wiki/Hitoshi_Iwaaki"
"Historie","https://en.wikipedia.org/wiki/Historie"
"Yasuhisa Hara (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yasuhisa_Hara&action=edit&redlink=1"
"Kingdom (manga)","https://en.wikipedia.org/wiki/Kingdom_(manga)"
"Chica Umino","https://en.wikipedia.org/wiki/Chica_Umino"
"March Comes in like a Lion","https://en.wikipedia.org/wiki/March_Comes_in_like_a_Lion"
"Yoiko Hoshi (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yoiko_Hoshi&action=edit&redlink=1"
"Aisawa Riku (page does not exist)","https://en.wikipedia.org/w/index.php?title=Aisawa_Riku&action=edit&redlink=1"
"Kei Ichinoseki (page does not exist)","https://en.wikipedia.org/w/index.php?title=Kei_Ichinoseki&action=edit&redlink=1"
"Hanagami Sharaku (page does not exist)","https://en.wikipedia.org/w/index.php?title=Hanagami_Sharaku&action=edit&redlink=1"
"Kiyohiko Azuma","https://en.wikipedia.org/wiki/Kiyohiko_Azuma"
"Yotsuba&!","https://en.wikipedia.org/wiki/Yotsuba%26!"
"Fusako Kuramochi","https://en.wikipedia.org/wiki/Fusako_Kuramochi"
"Hana ni Somu (page does not exist)","https://en.wikipedia.org/w/index.php?title=Hana_ni_Somu&action=edit&redlink=1"
"Satoru Noda (author) (page does not exist)","https://en.wikipedia.org/w/index.php?title=Satoru_Noda_(author)&action=edit&redlink=1"
"Golden Kamuy","https://en.wikipedia.org/wiki/Golden_Kamuy"
"Toshio Naiki (page does not exist)","https://en.wikipedia.org/w/index.php?title=Toshio_Naiki&action=edit&redlink=1"
"Shotaro Ishinomori","https://en.wikipedia.org/wiki/Shotaro_Ishinomori"
"Fusanosuke Natsume","https://en.wikipedia.org/wiki/Fusanosuke_Natsume"
"Frederik L. Schodt","https://en.wikipedia.org/wiki/Frederik_L._Schodt"
"Akira Maruyuma (page does not exist)","https://en.wikipedia.org/w/index.php?title=Akira_Maruyuma&action=edit&redlink=1"
"Shigeru Mizuki","https://en.wikipedia.org/wiki/Shigeru_Mizuki"
"Tarō Minamoto (page does not exist)","https://en.wikipedia.org/w/index.php?title=Tar%C5%8D_Minamoto&action=edit&redlink=1"
"Kousei Ono (critic) (page does not exist)","https://en.wikipedia.org/w/index.php?title=Kousei_Ono_(critic)&action=edit&redlink=1"
"Yoshihiro Yonezawa","https://en.wikipedia.org/wiki/Yoshihiro_Yonezawa"
"Weekly Shōnen Jump","https://en.wikipedia.org/wiki/Weekly_Sh%C5%8Dnen_Jump"
"Fujiko Fujio","https://en.wikipedia.org/wiki/Fujiko_Fujio"
"Chikako Mitsuhashi (page does not exist)","https://en.wikipedia.org/w/index.php?title=Chikako_Mitsuhashi&action=edit&redlink=1"
"Chiisana Koi no Monogatari (page does not exist)","https://en.wikipedia.org/w/index.php?title=Chiisana_Koi_no_Monogatari&action=edit&redlink=1"
"Kyoto International Manga Museum","https://en.wikipedia.org/wiki/Kyoto_International_Manga_Museum"
"Osamu Akimoto","https://en.wikipedia.org/wiki/Osamu_Akimoto"
"Kochira Katsushika-ku Kameari Kōen-mae Hashutsujo","https://en.wikipedia.org/wiki/Kochira_Katsushika-ku_Kameari_K%C5%8Den-mae_Hashutsujo"
"Tetsuya Chiba","https://en.wikipedia.org/wiki/Tetsuya_Chiba"
"Ashita no Joe","https://en.wikipedia.org/wiki/Ashita_no_Joe"
"Moto Hagio","https://en.wikipedia.org/wiki/Moto_Hagio"
"A Cruel God Reigns","https://en.wikipedia.org/wiki/A_Cruel_God_Reigns"
"Yūji Aoki","https://en.wikipedia.org/wiki/Y%C5%ABji_Aoki"
"Naniwa Kin'yūdō","https://en.wikipedia.org/wiki/Naniwa_Kin%27y%C5%ABd%C5%8D"
"Akira Sasō","https://en.wikipedia.org/wiki/Akira_Sas%C5%8D"
"Shindō (manga)","https://en.wikipedia.org/wiki/Shind%C5%8D_(manga)"
"Minetarō Mochizuki","https://en.wikipedia.org/wiki/Minetar%C5%8D_Mochizuki"
"Dragon Head","https://en.wikipedia.org/wiki/Dragon_Head"
"Kotobuki Shiriagari","https://en.wikipedia.org/wiki/Kotobuki_Shiriagari"
"Yajikita in Deep (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yajikita_in_Deep&action=edit&redlink=1"
"Kentaro Miura","https://en.wikipedia.org/wiki/Kentaro_Miura"
"Berserk (manga)","https://en.wikipedia.org/wiki/Berserk_(manga)"
"Yumi Hotta","https://en.wikipedia.org/wiki/Yumi_Hotta"
"Takeshi Obata","https://en.wikipedia.org/wiki/Takeshi_Obata"
"Hikaru no Go","https://en.wikipedia.org/wiki/Hikaru_no_Go"
"Takashi Morimoto (page does not exist)","https://en.wikipedia.org/w/index.php?title=Takashi_Morimoto&action=edit&redlink=1"
"Fumiyo Kōno","https://en.wikipedia.org/wiki/Fumiyo_K%C5%8Dno"
"Town of Evening Calm, Country of Cherry Blossoms","https://en.wikipedia.org/wiki/Town_of_Evening_Calm,_Country_of_Cherry_Blossoms"
"Asa Higuchi","https://en.wikipedia.org/wiki/Asa_Higuchi"
"Big Windup!","https://en.wikipedia.org/wiki/Big_Windup!"
"Nobuhisa Nozoe (page does not exist)","https://en.wikipedia.org/w/index.php?title=Nobuhisa_Nozoe&action=edit&redlink=1"
"Kazuhisa Iwata (page does not exist)","https://en.wikipedia.org/w/index.php?title=Kazuhisa_Iwata&action=edit&redlink=1"
"Kyojin Ōnishi (page does not exist)","https://en.wikipedia.org/w/index.php?title=Kyojin_%C5%8Cnishi&action=edit&redlink=1"
"Shinsei Kigeki (page does not exist)","https://en.wikipedia.org/w/index.php?title=Shinsei_Kigeki&action=edit&redlink=1"
"Toranosuke Shimada (page does not exist)","https://en.wikipedia.org/w/index.php?title=Toranosuke_Shimada&action=edit&redlink=1"
"Suehiro Maruo","https://en.wikipedia.org/wiki/Suehiro_Maruo"
"The Strange Tale of Panorama Island","https://en.wikipedia.org/wiki/The_Strange_Tale_of_Panorama_Island"
"Haruko Ichikawa (page does not exist)","https://en.wikipedia.org/w/index.php?title=Haruko_Ichikawa&action=edit&redlink=1"
"Mushi to Uta (page does not exist)","https://en.wikipedia.org/w/index.php?title=Mushi_to_Uta&action=edit&redlink=1"
"Hiromu Arakawa","https://en.wikipedia.org/wiki/Hiromu_Arakawa"
"Fullmetal Alchemist","https://en.wikipedia.org/wiki/Fullmetal_Alchemist"
"Yu Itō (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yu_It%C5%8D&action=edit&redlink=1"
"Shut Hell","https://en.wikipedia.org/wiki/Shut_Hell"
"Miki Yamamoto (page does not exist)","https://en.wikipedia.org/w/index.php?title=Miki_Yamamoto&action=edit&redlink=1"
"Sunny Sunny Ann! (page does not exist)","https://en.wikipedia.org/w/index.php?title=Sunny_Sunny_Ann!&action=edit&redlink=1"
"Machiko Kyō (mangaka) (page does not exist)","https://en.wikipedia.org/w/index.php?title=Machiko_Ky%C5%8D_(mangaka)&action=edit&redlink=1"
"Mitsuami no Kamisama (page does not exist)","https://en.wikipedia.org/w/index.php?title=Mitsuami_no_Kamisama&action=edit&redlink=1"
"Yoshitoki Ōima","https://en.wikipedia.org/wiki/Yoshitoki_%C5%8Cima"
"A Silent Voice (manga)","https://en.wikipedia.org/wiki/A_Silent_Voice_(manga)"
"Yuki Andō (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yuki_And%C5%8D&action=edit&redlink=1"
"Machida-kun no Sekai (page does not exist)","https://en.wikipedia.org/w/index.php?title=Machida-kun_no_Sekai&action=edit&redlink=1"
"Haruko Kumota (page does not exist)","https://en.wikipedia.org/w/index.php?title=Haruko_Kumota&action=edit&redlink=1"
"Descending Stories: Showa Genroku Rakugo Shinju","https://en.wikipedia.org/wiki/Descending_Stories:_Showa_Genroku_Rakugo_Shinju"
"Paru Itagaki (page does not exist)","https://en.wikipedia.org/w/index.php?title=Paru_Itagaki&action=edit&redlink=1"
"Beastars","https://en.wikipedia.org/wiki/Beastars"
"Hisaichi Ishii","https://en.wikipedia.org/wiki/Hisaichi_Ishii"
"Gendai Shisō no Sōnanshātachi (page does not exist)","https://en.wikipedia.org/w/index.php?title=Gendai_Shis%C5%8D_no_S%C5%8Dnansh%C4%81tachi&action=edit&redlink=1"
"Risu Akizuki","https://en.wikipedia.org/wiki/Risu_Akizuki"
"OL Shinkaron","https://en.wikipedia.org/wiki/OL_Shinkaron"
"Rieko Saibara","https://en.wikipedia.org/wiki/Rieko_Saibara"
"Jōkyō Monogatari","https://en.wikipedia.org/wiki/J%C5%8Dky%C5%8D_Monogatari"
"Mainichi Kaasan","https://en.wikipedia.org/wiki/Mainichi_Kaasan"
"Risa Itō","https://en.wikipedia.org/wiki/Risa_It%C5%8D"
"One Woman, Two Cats (page does not exist)","https://en.wikipedia.org/w/index.php?title=One_Woman,_Two_Cats&action=edit&redlink=1"
"Hey Pitan!","https://en.wikipedia.org/wiki/Hey_Pitan!"
"Onna no Mado (page does not exist)","https://en.wikipedia.org/w/index.php?title=Onna_no_Mado&action=edit&redlink=1"
"Hiromi Morishita (page does not exist)","https://en.wikipedia.org/w/index.php?title=Hiromi_Morishita&action=edit&redlink=1"
"Ōsaka Hamlet (page does not exist)","https://en.wikipedia.org/w/index.php?title=%C5%8Csaka_Hamlet&action=edit&redlink=1"
"Yumiko Ōshima","https://en.wikipedia.org/wiki/Yumiko_%C5%8Cshima"
"Gū-Gū Datte Neko de Aru","https://en.wikipedia.org/wiki/G%C5%AB-G%C5%AB_Datte_Neko_de_Aru"
"Hikaru Nakamura (artist)","https://en.wikipedia.org/wiki/Hikaru_Nakamura_(artist)"
"Saint Young Men","https://en.wikipedia.org/wiki/Saint_Young_Men"
"Mari Yamazaki","https://en.wikipedia.org/wiki/Mari_Yamazaki"
"Thermae Romae","https://en.wikipedia.org/wiki/Thermae_Romae"
"Keisuke Yamashina (page does not exist)","https://en.wikipedia.org/w/index.php?title=Keisuke_Yamashina&action=edit&redlink=1"
"C-kyū Salaryman Kōza (page does not exist)","https://en.wikipedia.org/w/index.php?title=C-ky%C5%AB_Salaryman_K%C5%8Dza&action=edit&redlink=1"
"Papa wa Nanda ka Wakaranai (page does not exist)","https://en.wikipedia.org/w/index.php?title=Papa_wa_Nanda_ka_Wakaranai&action=edit&redlink=1"
"Roswell Hosoki (page does not exist)","https://en.wikipedia.org/w/index.php?title=Roswell_Hosoki&action=edit&redlink=1"
"Sake no Hosomichi (page does not exist)","https://en.wikipedia.org/w/index.php?title=Sake_no_Hosomichi&action=edit&redlink=1"
"Yoshiie Gōda (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yoshiie_G%C5%8Dda&action=edit&redlink=1"
"Love of Machine (page does not exist)","https://en.wikipedia.org/w/index.php?title=Love_of_Machine&action=edit&redlink=1"
"Yuki Shikawa (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yuki_Shikawa&action=edit&redlink=1"
"Onnoji (page does not exist)","https://en.wikipedia.org/w/index.php?title=Onnoji&action=edit&redlink=1"
"Sensha Yoshida (page does not exist)","https://en.wikipedia.org/w/index.php?title=Sensha_Yoshida&action=edit&redlink=1"
"Tatsuya Nakazaki (page does not exist)","https://en.wikipedia.org/w/index.php?title=Tatsuya_Nakazaki&action=edit&redlink=1"
"Jimihen (page does not exist)","https://en.wikipedia.org/w/index.php?title=Jimihen&action=edit&redlink=1"
"Kahoru Fukaya (page does not exist)","https://en.wikipedia.org/w/index.php?title=Kahoru_Fukaya&action=edit&redlink=1"
"Yomawari Neko (page does not exist)","https://en.wikipedia.org/w/index.php?title=Yomawari_Neko&action=edit&redlink=1"
"Taro Yabe (page does not exist)","https://en.wikipedia.org/w/index.php?title=Taro_Yabe&action=edit&redlink=1"
"Oya-san to Boku (page does not exist)","https://en.wikipedia.org/w/index.php?title=Oya-san_to_Boku&action=edit&redlink=1"
"Template:Shaft Animation Studio","https://en.wikipedia.org/wiki/Template:Shaft_Animation_Studio"
"Template talk:Shaft Animation Studio","https://en.wikipedia.org/wiki/Template_talk:Shaft_Animation_Studio"
"Shaft (company)","https://en.wikipedia.org/wiki/Shaft_(company)"
"Akiyuki Shinbo","https://en.wikipedia.org/wiki/Akiyuki_Shinbo"
"Mitsutoshi Kubota","https://en.wikipedia.org/wiki/Mitsutoshi_Kubota"
"Shin Ōnuma","https://en.wikipedia.org/wiki/Shin_%C5%8Cnuma"
"Tatsuya Oishi (director)","https://en.wikipedia.org/wiki/Tatsuya_Oishi_(director)"
"Yukihiro Miyamoto","https://en.wikipedia.org/wiki/Yukihiro_Miyamoto"
"Juuni Senshi Bakuretsu Eto Ranger","https://en.wikipedia.org/wiki/Juuni_Senshi_Bakuretsu_Eto_Ranger"
"Dotto! Koni-chan","https://en.wikipedia.org/wiki/Dotto!_Koni-chan"
"Mahoromatic","https://en.wikipedia.org/wiki/Mahoromatic"
"G-On Riders","https://en.wikipedia.org/wiki/G-On_Riders"
"Mahoromatic","https://en.wikipedia.org/wiki/Mahoromatic"
"Popotan","https://en.wikipedia.org/wiki/Popotan"
"Mahoromatic","https://en.wikipedia.org/wiki/Mahoromatic"
"This Ugly yet Beautiful World","https://en.wikipedia.org/wiki/This_Ugly_yet_Beautiful_World"
"Tsukuyomi: Moon Phase","https://en.wikipedia.org/wiki/Tsukuyomi:_Moon_Phase"
"He Is My Master","https://en.wikipedia.org/wiki/He_Is_My_Master"
"Pani Poni","https://en.wikipedia.org/wiki/Pani_Poni"
"Rec (manga)","https://en.wikipedia.org/wiki/Rec_(manga)"
"Negima!?","https://en.wikipedia.org/wiki/Negima!%3F"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Sayonara, Zetsubou-Sensei","https://en.wikipedia.org/wiki/Sayonara,_Zetsubou-Sensei"
"Ef: A Fairy Tale of the Two","https://en.wikipedia.org/wiki/Ef:_A_Fairy_Tale_of_the_Two"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Sayonara, Zetsubou-Sensei","https://en.wikipedia.org/wiki/Sayonara,_Zetsubou-Sensei"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Ef: A Fairy Tale of the Two","https://en.wikipedia.org/wiki/Ef:_A_Fairy_Tale_of_the_Two"
"Maria Holic","https://en.wikipedia.org/wiki/Maria_Holic"
"Natsu no Arashi!","https://en.wikipedia.org/wiki/Natsu_no_Arashi!"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Sayonara, Zetsubou-Sensei","https://en.wikipedia.org/wiki/Sayonara,_Zetsubou-Sensei"
"Natsu no Arashi!","https://en.wikipedia.org/wiki/Natsu_no_Arashi!"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Mahoromatic","https://en.wikipedia.org/wiki/Mahoromatic"
"Dance in the Vampire Bund","https://en.wikipedia.org/wiki/Dance_in_the_Vampire_Bund"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Arakawa Under the Bridge","https://en.wikipedia.org/wiki/Arakawa_Under_the_Bridge"
"Arakawa Under the Bridge","https://en.wikipedia.org/wiki/Arakawa_Under_the_Bridge"
"And Yet the Town Moves","https://en.wikipedia.org/wiki/And_Yet_the_Town_Moves"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Puella Magi Madoka Magica","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica"
"Maria Holic","https://en.wikipedia.org/wiki/Maria_Holic"
"Ground Control to Psychoelectric Girl","https://en.wikipedia.org/wiki/Ground_Control_to_Psychoelectric_Girl"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Sasami-san@Ganbaranai","https://en.wikipedia.org/wiki/Sasami-san@Ganbaranai"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Nisekoi","https://en.wikipedia.org/wiki/Nisekoi"
"Kagerou Project","https://en.wikipedia.org/wiki/Kagerou_Project"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Gourmet Girl Graffiti","https://en.wikipedia.org/wiki/Gourmet_Girl_Graffiti"
"Nisekoi","https://en.wikipedia.org/wiki/Nisekoi"
"Fate/Extra Last Encore","https://en.wikipedia.org/wiki/Fate/Extra_Last_Encore"
"Kino's Journey","https://en.wikipedia.org/wiki/Kino%27s_Journey"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Puella Magi Madoka Magica: The Movie","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica:_The_Movie"
"Puella Magi Madoka Magica: The Movie","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica:_The_Movie"
"Puella Magi Madoka Magica: The Movie","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica:_The_Movie"
"Kizumonogatari (film series)","https://en.wikipedia.org/wiki/Kizumonogatari_(film_series)"
"Kizumonogatari (film series)","https://en.wikipedia.org/wiki/Kizumonogatari_(film_series)"
"Kizumonogatari (film series)","https://en.wikipedia.org/wiki/Kizumonogatari_(film_series)"
"Fireworks (2017 film)","https://en.wikipedia.org/wiki/Fireworks_(2017_film)"
"Fate/Extra Last Encore","https://en.wikipedia.org/wiki/Fate/Extra_Last_Encore"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Sakura Diaries","https://en.wikipedia.org/wiki/Sakura_Diaries"
"Arcade Gamer Fubuki","https://en.wikipedia.org/wiki/Arcade_Gamer_Fubuki"
"G-On Riders","https://en.wikipedia.org/wiki/G-On_Riders"
"Rec (manga)","https://en.wikipedia.org/wiki/Rec_(manga)"
"Pani Poni","https://en.wikipedia.org/wiki/Pani_Poni"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Sayonara, Zetsubou-Sensei","https://en.wikipedia.org/wiki/Sayonara,_Zetsubou-Sensei"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Sayonara, Zetsubou-Sensei","https://en.wikipedia.org/wiki/Sayonara,_Zetsubou-Sensei"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Katte ni Kaizō","https://en.wikipedia.org/wiki/Katte_ni_Kaiz%C5%8D"
"Ground Control to Psychoelectric Girl","https://en.wikipedia.org/wiki/Ground_Control_to_Psychoelectric_Girl"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Magical Suite Prism Nana","https://en.wikipedia.org/wiki/Magical_Suite_Prism_Nana"
"Zaregoto (series)","https://en.wikipedia.org/wiki/Zaregoto_(series)"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Category:Shaft (company)","https://en.wikipedia.org/wiki/Category:Shaft_(company)"
"Template:Akiyuki Shinbo","https://en.wikipedia.org/wiki/Template:Akiyuki_Shinbo"
"Template talk:Akiyuki Shinbo (page does not exist)","https://en.wikipedia.org/w/index.php?title=Template_talk:Akiyuki_Shinbo&action=edit&redlink=1"
"Akiyuki Shinbo","https://en.wikipedia.org/wiki/Akiyuki_Shinbo"
"Metal Fighter Miku","https://en.wikipedia.org/wiki/Metal_Fighter_Miku"
"Starship Girl Yamamoto Yohko","https://en.wikipedia.org/wiki/Starship_Girl_Yamamoto_Yohko"
"The SoulTaker","https://en.wikipedia.org/wiki/The_SoulTaker"
"Tsukuyomi: Moon Phase","https://en.wikipedia.org/wiki/Tsukuyomi:_Moon_Phase"
"Magical Girl Lyrical Nanoha","https://en.wikipedia.org/wiki/Magical_Girl_Lyrical_Nanoha"
"Pani Poni","https://en.wikipedia.org/wiki/Pani_Poni"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Sayonara Zetsubou Sensei","https://en.wikipedia.org/wiki/Sayonara_Zetsubou_Sensei"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Sayonara Zetsubou Sensei","https://en.wikipedia.org/wiki/Sayonara_Zetsubou_Sensei"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Sayonara Zetsubou Sensei","https://en.wikipedia.org/wiki/Sayonara_Zetsubou_Sensei"
"Natsu no Arashi!","https://en.wikipedia.org/wiki/Natsu_no_Arashi!"
"Natsu no Arashi!","https://en.wikipedia.org/wiki/Natsu_no_Arashi!"
"Maria Holic","https://en.wikipedia.org/wiki/Maria_Holic"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Dance in the Vampire Bund","https://en.wikipedia.org/wiki/Dance_in_the_Vampire_Bund"
"Arakawa Under the Bridge","https://en.wikipedia.org/wiki/Arakawa_Under_the_Bridge"
"And Yet the Town Moves","https://en.wikipedia.org/wiki/And_Yet_the_Town_Moves"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Puella Magi Madoka Magica","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica"
"Maria Holic","https://en.wikipedia.org/wiki/Maria_Holic"
"Denpa Onna to Seishun Otoko","https://en.wikipedia.org/wiki/Denpa_Onna_to_Seishun_Otoko"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Sasami-san@Ganbaranai","https://en.wikipedia.org/wiki/Sasami-san@Ganbaranai"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Nisekoi","https://en.wikipedia.org/wiki/Nisekoi"
"Kagerou Project","https://en.wikipedia.org/wiki/Kagerou_Project"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Nisekoi","https://en.wikipedia.org/wiki/Nisekoi"
"Gourmet Girl Graffiti","https://en.wikipedia.org/wiki/Gourmet_Girl_Graffiti"
"March Comes in like a Lion","https://en.wikipedia.org/wiki/March_Comes_in_like_a_Lion"
"Fate/Extra Last Encore","https://en.wikipedia.org/wiki/Fate/Extra_Last_Encore"
"Devil Hunter Yohko","https://en.wikipedia.org/wiki/Devil_Hunter_Yohko"
"Starship Girl Yamamoto Yohko","https://en.wikipedia.org/wiki/Starship_Girl_Yamamoto_Yohko"
"Hurricane Polymar","https://en.wikipedia.org/wiki/Hurricane_Polymar"
"Galaxy Fräulein Yuna","https://en.wikipedia.org/wiki/Galaxy_Fr%C3%A4ulein_Yuna"
"Debutante Detective Corps","https://en.wikipedia.org/wiki/Debutante_Detective_Corps"
"Detatoko Princess","https://en.wikipedia.org/wiki/Detatoko_Princess"
"Starship Girl Yamamoto Yohko","https://en.wikipedia.org/wiki/Starship_Girl_Yamamoto_Yohko"
"Le Portrait de Petit Cossette","https://en.wikipedia.org/wiki/Le_Portrait_de_Petit_Cossette"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Sayonara Zetsubou Sensei","https://en.wikipedia.org/wiki/Sayonara_Zetsubou_Sensei"
"Sayonara Zetsubou Sensei","https://en.wikipedia.org/wiki/Sayonara_Zetsubou_Sensei"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Katte ni Kaizō","https://en.wikipedia.org/wiki/Katte_ni_Kaiz%C5%8D"
"Denpa Onna to Seishun Otoko","https://en.wikipedia.org/wiki/Denpa_Onna_to_Seishun_Otoko"
"Hidamari Sketch","https://en.wikipedia.org/wiki/Hidamari_Sketch"
"Nisekoi","https://en.wikipedia.org/wiki/Nisekoi"
"Monogatari (series)","https://en.wikipedia.org/wiki/Monogatari_(series)"
"Zaregoto (series)","https://en.wikipedia.org/wiki/Zaregoto_(series)"
"Twilight of the Dark Master","https://en.wikipedia.org/wiki/Twilight_of_the_Dark_Master"
"Negima! Magister Negi Magi","https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi"
"Puella Magi Madoka Magica: The Movie","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica:_The_Movie"
"Puella Magi Madoka Magica: The Movie","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica:_The_Movie"
"Puella Magi Madoka Magica: The Movie","https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica:_The_Movie"
"Kizumonogatari (film series)","https://en.wikipedia.org/wiki/Kizumonogatari_(film_series)"
